RowId,ImageId,FeatureName,Location,Rating
160,6,right_eye_inner_corner_y,,2
161,6,right_eye_outer_corner_x,,3
162,6,right_eye_outer_corner_y,,3
163,6,left_eyebrow_inner_end_x,,4
164,6,left_eyebrow_inner_end_y,,4
165,6,left_eyebrow_outer_end_x,,5
166,6,left_eyebrow_outer_end_y,,5
167,6,right_eyebrow_inner_end_x,,4
168,6,right_eyebrow_inner_end_y,,4
169,6,right_eyebrow_outer_end_x,,5
170,6,right_eyebrow_outer_end_y,,5
171,6,nose_tip_x,,10
172,6,nose_tip_y,,10
173,6,mouth_left_corner_x,,8
174,6,mouth_left_corner_y,,8
175,6,mouth_right_corner_x,,9
176,6,mouth_right_corner_y,,9
177,6,mouth_center_top_lip_x,,7
178,6,mouth_center_top_lip_y,,7
179,6,mouth_center_bottom_lip_x,,6
180,6,mouth_center_bottom_lip_y,,6
181,7,left_eye_center_x,,1
182,7,left_eye_center_y,,1
183,7,right_eye_center_x,,1
184,7,right_eye_center_y,,1
185,7,left_eye_inner_corner_x,,2
186,7,left_eye_inner_corner_y,,2
187,7,left_eye_outer_corner_x,,3
188,7,left_eye_outer_corner_y,,3
189,7,right_eye_inner_corner_x,,2
190,7,right_eye_inner_corner_y,,2
191,7,right_eye_outer_corner_x,,3
192,7,right_eye_outer_corner_y,,3
193,7,left_eyebrow_inner_end_x,,4
194,7,left_eyebrow_inner_end_y,,4
195,7,left_eyebrow_outer_end_x,,5
196,7,left_eyebrow_outer_end_y,,5
197,7,right_eyebrow_inner_end_x,,4
198,7,right_eyebrow_inner_end_y,,4
199,7,right_eyebrow_outer_end_x,,5
200,7,right_eyebrow_outer_end_y,,5
201,7,nose_tip_x,,10
202,7,nose_tip_y,,10
203,7,mouth_left_corner_x,,8
204,7,mouth_left_corner_y,,8
205,7,mouth_right_corner_x,,9
206,7,mouth_right_corner_y,,9
207,7,mouth_center_top_lip_x,,7
208,7,mouth_center_top_lip_y,,7
209,7,mouth_center_bottom_lip_x,,6
210,7,mouth_center_bottom_lip_y,,6
211,8,left_eye_center_x,,1
212,8,left_eye_center_y,,1
213,8,right_eye_center_x,,1
214,8,right_eye_center_y,,1
215,8,left_eye_inner_corner_x,,2
216,8,left_eye_inner_corner_y,,2
217,8,left_eye_outer_corner_x,,3
218,8,left_eye_outer_corner_y,,3
219,8,right_eye_inner_corner_x,,2
220,8,right_eye_inner_corner_y,,2
221,8,right_eye_outer_corner_x,,3
222,8,right_eye_outer_corner_y,,3
223,8,left_eyebrow_inner_end_x,,4
224,8,left_eyebrow_inner_end_y,,4
225,8,left_eyebrow_outer_end_x,,5
226,8,left_eyebrow_outer_end_y,,5
227,8,right_eyebrow_inner_end_x,,4
228,8,right_eyebrow_inner_end_y,,4
229,8,right_eyebrow_outer_end_x,,5
230,8,right_eyebrow_outer_end_y,,5
231,8,nose_tip_x,,10
232,8,nose_tip_y,,10
233,8,mouth_left_corner_x,,8
234,8,mouth_left_corner_y,,8
235,8,mouth_right_corner_x,,9
236,8,mouth_right_corner_y,,9
237,8,mouth_center_top_lip_x,,7
238,8,mouth_center_top_lip_y,,7
239,8,mouth_center_bottom_lip_x,,6
240,8,mouth_center_bottom_lip_y,,6
241,9,left_eye_center_x,,1
242,9,left_eye_center_y,,1
243,9,right_eye_center_x,,1
244,9,right_eye_center_y,,1
245,9,left_eye_inner_corner_x,,2
246,9,left_eye_inner_corner_y,,2
247,9,left_eye_outer_corner_x,,3
248,9,left_eye_outer_corner_y,,3
249,9,right_eye_inner_corner_x,,2
250,9,right_eye_inner_corner_y,,2
251,9,right_eye_outer_corner_x,,3
252,9,right_eye_outer_corner_y,,3
253,9,left_eyebrow_inner_end_x,,4
254,9,left_eyebrow_inner_end_y,,4
255,9,left_eyebrow_outer_end_x,,5
256,9,left_eyebrow_outer_end_y,,5
257,9,right_eyebrow_inner_end_x,,4
258,9,right_eyebrow_inner_end_y,,4
259,9,right_eyebrow_outer_end_x,,5
260,9,right_eyebrow_outer_end_y,,5
261,9,nose_tip_x,,10
262,9,nose_tip_y,,10
263,9,mouth_left_corner_x,,8
264,9,mouth_left_corner_y,,8
265,9,mouth_right_corner_x,,9
266,9,mouth_right_corner_y,,9
267,9,mouth_center_top_lip_x,,7
268,9,mouth_center_top_lip_y,,7
269,9,mouth_center_bottom_lip_x,,6
270,9,mouth_center_bottom_lip_y,,6
271,10,left_eye_center_x,,1
272,10,left_eye_center_y,,1
273,10,right_eye_center_x,,1
274,10,right_eye_center_y,,1
275,10,left_eye_inner_corner_x,,2
276,10,left_eye_inner_corner_y,,2
277,10,left_eye_outer_corner_x,,3
278,10,left_eye_outer_corner_y,,3
279,10,right_eye_inner_corner_x,,2
280,10,right_eye_inner_corner_y,,2
281,10,right_eye_outer_corner_x,,3
282,10,right_eye_outer_corner_y,,3
283,10,left_eyebrow_inner_end_x,,4
284,10,left_eyebrow_inner_end_y,,4
285,10,left_eyebrow_outer_end_x,,5
286,10,left_eyebrow_outer_end_y,,5
287,10,right_eyebrow_inner_end_x,,4
288,10,right_eyebrow_inner_end_y,,4
289,10,right_eyebrow_outer_end_x,,5
290,10,right_eyebrow_outer_end_y,,5
291,10,nose_tip_x,,10
292,10,nose_tip_y,,10
293,10,mouth_left_corner_x,,8
294,10,mouth_left_corner_y,,8
295,10,mouth_right_corner_x,,9
296,10,mouth_right_corner_y,,9
297,10,mouth_center_top_lip_x,,7
298,10,mouth_center_top_lip_y,,7
299,10,mouth_center_bottom_lip_x,,6
300,10,mouth_center_bottom_lip_y,,6
301,11,left_eye_center_x,,1
302,11,left_eye_center_y,,1
303,11,right_eye_center_x,,1
304,11,right_eye_center_y,,1
305,11,left_eye_inner_corner_x,,2
306,11,left_eye_inner_corner_y,,2
307,11,left_eye_outer_corner_x,,3
308,11,left_eye_outer_corner_y,,3
309,11,right_eye_inner_corner_x,,2
310,11,right_eye_inner_corner_y,,2
311,11,right_eye_outer_corner_x,,3
312,11,right_eye_outer_corner_y,,3
313,11,left_eyebrow_inner_end_x,,4
314,11,left_eyebrow_inner_end_y,,4
315,11,left_eyebrow_outer_end_x,,5
316,11,left_eyebrow_outer_end_y,,5
317,11,right_eyebrow_inner_end_x,,4
318,11,right_eyebrow_inner_end_y,,4
319,11,right_eyebrow_outer_end_x,,5
320,11,right_eyebrow_outer_end_y,,5
321,11,nose_tip_x,,10
322,11,nose_tip_y,,10
323,11,mouth_left_corner_x,,8
324,11,mouth_left_corner_y,,8
325,11,mouth_right_corner_x,,9
326,11,mouth_right_corner_y,,9
327,11,mouth_center_top_lip_x,,7
328,11,mouth_center_top_lip_y,,7
329,11,mouth_center_bottom_lip_x,,6
330,11,mouth_center_bottom_lip_y,,6
331,12,left_eye_center_x,,1
332,12,left_eye_center_y,,1
333,12,right_eye_center_x,,1
334,12,right_eye_center_y,,1
335,12,left_eye_inner_corner_x,,2
336,12,left_eye_inner_corner_y,,2
337,12,left_eye_outer_corner_x,,3
338,12,left_eye_outer_corner_y,,3
339,12,right_eye_inner_corner_x,,2
340,12,right_eye_inner_corner_y,,2
341,12,right_eye_outer_corner_x,,3
342,12,right_eye_outer_corner_y,,3
343,12,left_eyebrow_inner_end_x,,4
344,12,left_eyebrow_inner_end_y,,4
345,12,left_eyebrow_outer_end_x,,5
346,12,left_eyebrow_outer_end_y,,5
347,12,right_eyebrow_inner_end_x,,4
348,12,right_eyebrow_inner_end_y,,4
349,12,right_eyebrow_outer_end_x,,5
350,12,right_eyebrow_outer_end_y,,5
351,12,nose_tip_x,,10
352,12,nose_tip_y,,10
353,12,mouth_left_corner_x,,8
354,12,mouth_left_corner_y,,8
355,12,mouth_right_corner_x,,9
356,12,mouth_right_corner_y,,9
357,12,mouth_center_top_lip_x,,7
358,12,mouth_center_top_lip_y,,7
359,12,mouth_center_bottom_lip_x,,6
360,12,mouth_center_bottom_lip_y,,6
361,13,left_eye_center_x,,1
362,13,left_eye_center_y,,1
363,13,right_eye_center_x,,1
364,13,right_eye_center_y,,1
365,13,left_eye_inner_corner_x,,2
366,13,left_eye_inner_corner_y,,2
367,13,left_eye_outer_corner_x,,3
368,13,left_eye_outer_corner_y,,3
369,13,right_eye_inner_corner_x,,2
370,13,right_eye_inner_corner_y,,2
371,13,right_eye_outer_corner_x,,3
372,13,right_eye_outer_corner_y,,3
373,13,left_eyebrow_inner_end_x,,4
374,13,left_eyebrow_inner_end_y,,4
375,13,left_eyebrow_outer_end_x,,5
376,13,left_eyebrow_outer_end_y,,5
377,13,right_eyebrow_inner_end_x,,4
378,13,right_eyebrow_inner_end_y,,4
379,13,right_eyebrow_outer_end_x,,5
380,13,right_eyebrow_outer_end_y,,5
381,13,nose_tip_x,,10
382,13,nose_tip_y,,10
383,13,mouth_left_corner_x,,8
384,13,mouth_left_corner_y,,8
385,13,mouth_right_corner_x,,9
386,13,mouth_right_corner_y,,9
387,13,mouth_center_top_lip_x,,7
388,13,mouth_center_top_lip_y,,7
389,13,mouth_center_bottom_lip_x,,6
390,13,mouth_center_bottom_lip_y,,6
391,14,left_eye_center_x,,1
392,14,left_eye_center_y,,1
393,14,right_eye_center_x,,1
394,14,right_eye_center_y,,1
395,14,left_eye_inner_corner_x,,2
396,14,left_eye_inner_corner_y,,2
397,14,left_eye_outer_corner_x,,3
398,14,left_eye_outer_corner_y,,3
399,14,right_eye_inner_corner_x,,2
400,14,right_eye_inner_corner_y,,2
401,14,right_eye_outer_corner_x,,3
402,14,right_eye_outer_corner_y,,3
403,14,left_eyebrow_inner_end_x,,4
404,14,left_eyebrow_inner_end_y,,4
405,14,left_eyebrow_outer_end_x,,5
406,14,left_eyebrow_outer_end_y,,5
407,14,right_eyebrow_inner_end_x,,4
408,14,right_eyebrow_inner_end_y,,4
409,14,right_eyebrow_outer_end_x,,5
410,14,right_eyebrow_outer_end_y,,5
411,14,nose_tip_x,,10
412,14,nose_tip_y,,10
413,14,mouth_left_corner_x,,8
414,14,mouth_left_corner_y,,8
415,14,mouth_right_corner_x,,9
416,14,mouth_right_corner_y,,9
417,14,mouth_center_top_lip_x,,7
418,14,mouth_center_top_lip_y,,7
419,14,mouth_center_bottom_lip_x,,6
420,14,mouth_center_bottom_lip_y,,6
421,15,left_eye_center_x,,1
422,15,left_eye_center_y,,1
423,15,right_eye_center_x,,1
424,15,right_eye_center_y,,1
425,15,left_eye_inner_corner_x,,2
426,15,left_eye_inner_corner_y,,2
427,15,left_eye_outer_corner_x,,3
428,15,left_eye_outer_corner_y,,3
429,15,right_eye_inner_corner_x,,2
430,15,right_eye_inner_corner_y,,2
431,15,right_eye_outer_corner_x,,3
432,15,right_eye_outer_corner_y,,3
433,15,left_eyebrow_inner_end_x,,4
434,15,left_eyebrow_inner_end_y,,4
435,15,left_eyebrow_outer_end_x,,5
436,15,left_eyebrow_outer_end_y,,5
437,15,right_eyebrow_inner_end_x,,4
438,15,right_eyebrow_inner_end_y,,4
439,15,right_eyebrow_outer_end_x,,5
440,15,right_eyebrow_outer_end_y,,5
441,15,nose_tip_x,,10
442,15,nose_tip_y,,10
443,15,mouth_left_corner_x,,8
444,15,mouth_left_corner_y,,8
445,15,mouth_right_corner_x,,9
446,15,mouth_right_corner_y,,9
447,15,mouth_center_top_lip_x,,7
448,15,mouth_center_top_lip_y,,7
449,15,mouth_center_bottom_lip_x,,6
450,15,mouth_center_bottom_lip_y,,6
451,16,left_eye_center_x,,1
452,16,left_eye_center_y,,1
453,16,right_eye_center_x,,1
454,16,right_eye_center_y,,1
455,16,left_eye_inner_corner_x,,2
456,16,left_eye_inner_corner_y,,2
457,16,left_eye_outer_corner_x,,3
458,16,left_eye_outer_corner_y,,3
459,16,right_eye_inner_corner_x,,2
460,16,right_eye_inner_corner_y,,2
461,16,right_eye_outer_corner_x,,3
462,16,right_eye_outer_corner_y,,3
463,16,left_eyebrow_inner_end_x,,4
464,16,left_eyebrow_inner_end_y,,4
465,16,left_eyebrow_outer_end_x,,5
466,16,left_eyebrow_outer_end_y,,5
467,16,right_eyebrow_inner_end_x,,4
468,16,right_eyebrow_inner_end_y,,4
469,16,right_eyebrow_outer_end_x,,5
470,16,right_eyebrow_outer_end_y,,5
471,16,nose_tip_x,,10
472,16,nose_tip_y,,10
473,16,mouth_left_corner_x,,8
474,16,mouth_left_corner_y,,8
475,16,mouth_right_corner_x,,9
476,16,mouth_right_corner_y,,9
477,16,mouth_center_top_lip_x,,7
478,16,mouth_center_top_lip_y,,7
479,16,mouth_center_bottom_lip_x,,6
480,16,mouth_center_bottom_lip_y,,6
481,17,left_eye_center_x,,1
482,17,left_eye_center_y,,1
483,17,right_eye_center_x,,1
484,17,right_eye_center_y,,1
485,17,left_eye_inner_corner_x,,2
486,17,left_eye_inner_corner_y,,2
487,17,left_eye_outer_corner_x,,3
488,17,left_eye_outer_corner_y,,3
489,17,right_eye_inner_corner_x,,2
490,17,right_eye_inner_corner_y,,2
491,17,right_eye_outer_corner_x,,3
492,17,right_eye_outer_corner_y,,3
493,17,left_eyebrow_inner_end_x,,4
494,17,left_eyebrow_inner_end_y,,4
495,17,left_eyebrow_outer_end_x,,5
496,17,left_eyebrow_outer_end_y,,5
497,17,right_eyebrow_inner_end_x,,4
498,17,right_eyebrow_inner_end_y,,4
499,17,right_eyebrow_outer_end_x,,5
500,17,right_eyebrow_outer_end_y,,5
501,17,nose_tip_x,,10
502,17,nose_tip_y,,10
503,17,mouth_left_corner_x,,8
504,17,mouth_left_corner_y,,8
505,17,mouth_right_corner_x,,9
506,17,mouth_right_corner_y,,9
507,17,mouth_center_top_lip_x,,7
508,17,mouth_center_top_lip_y,,7
509,17,mouth_center_bottom_lip_x,,6
510,17,mouth_center_bottom_lip_y,,6
511,18,left_eye_center_x,,1
512,18,left_eye_center_y,,1
513,18,right_eye_center_x,,1
514,18,right_eye_center_y,,1
515,18,left_eye_inner_corner_x,,2
516,18,left_eye_inner_corner_y,,2
517,18,left_eye_outer_corner_x,,3
518,18,left_eye_outer_corner_y,,3
519,18,right_eye_inner_corner_x,,2
520,18,right_eye_inner_corner_y,,2
521,18,right_eye_outer_corner_x,,3
522,18,right_eye_outer_corner_y,,3
523,18,left_eyebrow_inner_end_x,,4
524,18,left_eyebrow_inner_end_y,,4
525,18,left_eyebrow_outer_end_x,,5
526,18,left_eyebrow_outer_end_y,,5
527,18,right_eyebrow_inner_end_x,,4
528,18,right_eyebrow_inner_end_y,,4
529,18,right_eyebrow_outer_end_x,,5
530,18,right_eyebrow_outer_end_y,,5
531,18,nose_tip_x,,10
532,18,nose_tip_y,,10
533,18,mouth_left_corner_x,,8
534,18,mouth_left_corner_y,,8
535,18,mouth_right_corner_x,,9
536,18,mouth_right_corner_y,,9
537,18,mouth_center_top_lip_x,,7
538,18,mouth_center_top_lip_y,,7
539,18,mouth_center_bottom_lip_x,,6
540,18,mouth_center_bottom_lip_y,,6
541,19,left_eye_center_x,,1
542,19,left_eye_center_y,,1
543,19,right_eye_center_x,,1
544,19,right_eye_center_y,,1
545,19,left_eye_inner_corner_x,,2
546,19,left_eye_inner_corner_y,,2
547,19,left_eye_outer_corner_x,,3
548,19,left_eye_outer_corner_y,,3
549,19,right_eye_inner_corner_x,,2
550,19,right_eye_inner_corner_y,,2
551,19,right_eye_outer_corner_x,,3
552,19,right_eye_outer_corner_y,,3
553,19,left_eyebrow_inner_end_x,,4
554,19,left_eyebrow_inner_end_y,,4
555,19,left_eyebrow_outer_end_x,,5
556,19,left_eyebrow_outer_end_y,,5
557,19,right_eyebrow_inner_end_x,,4
558,19,right_eyebrow_inner_end_y,,4
559,19,right_eyebrow_outer_end_x,,5
560,19,right_eyebrow_outer_end_y,,5
561,19,nose_tip_x,,10
562,19,nose_tip_y,,10
563,19,mouth_left_corner_x,,8
564,19,mouth_left_corner_y,,8
565,19,mouth_right_corner_x,,9
566,19,mouth_right_corner_y,,9
567,19,mouth_center_top_lip_x,,7
568,19,mouth_center_top_lip_y,,7
569,19,mouth_center_bottom_lip_x,,6
570,19,mouth_center_bottom_lip_y,,6
571,20,left_eye_center_x,,1
572,20,left_eye_center_y,,1
573,20,right_eye_center_x,,1
574,20,right_eye_center_y,,1
575,20,left_eye_inner_corner_x,,2
576,20,left_eye_inner_corner_y,,2
577,20,left_eye_outer_corner_x,,3
578,20,left_eye_outer_corner_y,,3
579,20,right_eye_inner_corner_x,,2
580,20,right_eye_inner_corner_y,,2
581,20,right_eye_outer_corner_x,,3
582,20,right_eye_outer_corner_y,,3
583,20,left_eyebrow_inner_end_x,,4
584,20,left_eyebrow_inner_end_y,,4
585,20,left_eyebrow_outer_end_x,,5
586,20,left_eyebrow_outer_end_y,,5
587,20,right_eyebrow_inner_end_x,,4
588,20,right_eyebrow_inner_end_y,,4
589,20,right_eyebrow_outer_end_x,,5
590,20,right_eyebrow_outer_end_y,,5
591,20,nose_tip_x,,10
592,20,nose_tip_y,,10
593,20,mouth_left_corner_x,,8
594,20,mouth_left_corner_y,,8
595,20,mouth_right_corner_x,,9
596,20,mouth_right_corner_y,,9
597,20,mouth_center_top_lip_x,,7
598,20,mouth_center_top_lip_y,,7
599,20,mouth_center_bottom_lip_x,,6
600,20,mouth_center_bottom_lip_y,,6
601,21,left_eye_center_x,,1
602,21,left_eye_center_y,,1
603,21,right_eye_center_x,,1
604,21,right_eye_center_y,,1
605,21,left_eye_inner_corner_x,,2
606,21,left_eye_inner_corner_y,,2
607,21,left_eye_outer_corner_x,,3
608,21,left_eye_outer_corner_y,,3
609,21,right_eye_inner_corner_x,,2
610,21,right_eye_inner_corner_y,,2
611,21,right_eye_outer_corner_x,,3
612,21,right_eye_outer_corner_y,,3
613,21,left_eyebrow_inner_end_x,,4
614,21,left_eyebrow_inner_end_y,,4
615,21,left_eyebrow_outer_end_x,,5
616,21,left_eyebrow_outer_end_y,,5
617,21,right_eyebrow_inner_end_x,,4
618,21,right_eyebrow_inner_end_y,,4
619,21,right_eyebrow_outer_end_x,,5
620,21,right_eyebrow_outer_end_y,,5
621,21,nose_tip_x,,10
622,21,nose_tip_y,,10
623,21,mouth_left_corner_x,,8
624,21,mouth_left_corner_y,,8
625,21,mouth_right_corner_x,,9
626,21,mouth_right_corner_y,,9
627,21,mouth_center_top_lip_x,,7
628,21,mouth_center_top_lip_y,,7
629,21,mouth_center_bottom_lip_x,,6
630,21,mouth_center_bottom_lip_y,,6
631,22,left_eye_center_x,,1
632,22,left_eye_center_y,,1
633,22,right_eye_center_x,,1
634,22,right_eye_center_y,,1
635,22,left_eye_inner_corner_x,,2
636,22,left_eye_inner_corner_y,,2
637,22,left_eye_outer_corner_x,,3
638,22,left_eye_outer_corner_y,,3
639,22,right_eye_inner_corner_x,,2
640,22,right_eye_inner_corner_y,,2
641,22,right_eye_outer_corner_x,,3
642,22,right_eye_outer_corner_y,,3
643,22,left_eyebrow_inner_end_x,,4
644,22,left_eyebrow_inner_end_y,,4
645,22,left_eyebrow_outer_end_x,,5
646,22,left_eyebrow_outer_end_y,,5
647,22,right_eyebrow_inner_end_x,,4
648,22,right_eyebrow_inner_end_y,,4
649,22,right_eyebrow_outer_end_x,,5
650,22,right_eyebrow_outer_end_y,,5
651,22,nose_tip_x,,10
652,22,nose_tip_y,,10
653,22,mouth_left_corner_x,,8
654,22,mouth_left_corner_y,,8
655,22,mouth_right_corner_x,,9
656,22,mouth_right_corner_y,,9
657,22,mouth_center_top_lip_x,,7
658,22,mouth_center_top_lip_y,,7
659,22,mouth_center_bottom_lip_x,,6
660,22,mouth_center_bottom_lip_y,,6
661,23,left_eye_center_x,,1
662,23,left_eye_center_y,,1
663,23,right_eye_center_x,,1
664,23,right_eye_center_y,,1
665,23,left_eye_inner_corner_x,,2
666,23,left_eye_inner_corner_y,,2
667,23,left_eye_outer_corner_x,,3
668,23,left_eye_outer_corner_y,,3
669,23,right_eye_inner_corner_x,,2
670,23,right_eye_inner_corner_y,,2
671,23,right_eye_outer_corner_x,,3
672,23,right_eye_outer_corner_y,,3
673,23,left_eyebrow_inner_end_x,,4
674,23,left_eyebrow_inner_end_y,,4
675,23,left_eyebrow_outer_end_x,,5
676,23,left_eyebrow_outer_end_y,,5
677,23,right_eyebrow_inner_end_x,,4
678,23,right_eyebrow_inner_end_y,,4
679,23,right_eyebrow_outer_end_x,,5
680,23,right_eyebrow_outer_end_y,,5
681,23,nose_tip_x,,10
682,23,nose_tip_y,,10
683,23,mouth_left_corner_x,,8
684,23,mouth_left_corner_y,,8
685,23,mouth_right_corner_x,,9
686,23,mouth_right_corner_y,,9
687,23,mouth_center_top_lip_x,,7
688,23,mouth_center_top_lip_y,,7
689,23,mouth_center_bottom_lip_x,,6
690,23,mouth_center_bottom_lip_y,,6
691,24,left_eye_center_x,,1
692,24,left_eye_center_y,,1
693,24,right_eye_center_x,,1
694,24,right_eye_center_y,,1
695,24,left_eye_inner_corner_x,,2
696,24,left_eye_inner_corner_y,,2
697,24,left_eye_outer_corner_x,,3
698,24,left_eye_outer_corner_y,,3
699,24,right_eye_inner_corner_x,,2
700,24,right_eye_inner_corner_y,,2
701,24,right_eye_outer_corner_x,,3
702,24,right_eye_outer_corner_y,,3
703,24,left_eyebrow_inner_end_x,,4
704,24,left_eyebrow_inner_end_y,,4
705,24,left_eyebrow_outer_end_x,,5
706,24,left_eyebrow_outer_end_y,,5
707,24,right_eyebrow_inner_end_x,,4
708,24,right_eyebrow_inner_end_y,,4
709,24,right_eyebrow_outer_end_x,,5
710,24,right_eyebrow_outer_end_y,,5
711,24,nose_tip_x,,10
712,24,nose_tip_y,,10
713,24,mouth_left_corner_x,,8
714,24,mouth_left_corner_y,,8
